index,genres,popularity,movie_id,keywords,overview,title,cast,director
3400,Crime Thriller,0.542814,277519,,"This is a story about the biggest financial fraud attempted in Hong Kong, directed at the Government of Hong Kong and involved all 7 million Hong Kong citizens... no one is free from the scheme. Within the four decades of guarding Hong Kong's financial integrity, the ICAC has never come across an opponent so huge and so well organized as in the Z Torrent file... shadowy figures from the underworld of South America, Italy and Europe all ready to plot against the estimated 150 million dollars of Hong Kong citizens' tax money which was pooled in a fund called the WELFARE FUND. High profile chartered accountants, high ranking law enforcers, power lawyers, the super entrepreneurs; they all have their shares of play but none can really grasp the big picture; they are there only for what they desire most.",Z Storm,Louis Koo Gordon Lam Ka-Tung Dada Chan Janelle Sing Michael Wong,David Lam
3401,Horror Thriller,5.060656,78381,sheriff vampire orphanage writer edgar allen poe,"A writer with a declining career arrives in a small town as part of his book tour and gets caught up in a murder mystery involving a young girl. That night in a dream, he is approached by a mysterious young ghost named V. He's unsure of her connection to the murder in the town, but is grateful for the story being handed to him. Ultimately he is led to the truth of the story, surprised to find that the ending has more to do with his own life than he could ever have anticipated.",Twixt,Val Kilmer Bruce Dern Ben Chaplin Elle Fanning Joanne Whalley,Francis Ford Coppola
3402,Animation Fantasy,5.33861,164372,,"The ice-cold Snow Queen wishes to turn the world into a frozen landscape, with no light, no joy, no happiness, and no free will. A young man, Kai, is rumored to be the son of a man who is the queen's only remaining threat. He is abducted and held captive in the queen's palace, and it's up to his sister, Gerda, to rescue him. Gerda journeys across an icy land, facing difficult obstacles and meeting wonderful new friends that help her in her quest to set Kai free, defeat the Snow Queen, and save the world from eternal frost.",The Snow Queen,Ivan Okhlobystin Dmitriy Nagiev Lyudmila Artemeva Anna Ardova Elizaveta Arzamasova,Vladlen Barbe
3403,Family Animation Comedy Adventure,1.874783,294512,,"The Alphas and Omegas share a thrilling adventure after Runt discovers the Saw Tooth Cave. Runt finds a wolf in need and lends a helping paw. Stars Ben Diskin &amp; Kate Higgins.  American computer-animated action-comedy/fantasy film exclusively from Walmart. It is the fourth film in the Alpha and Omega franchise and the sequel to Alpha and Omega, A Howl-iday Adventure, and The Great Wolf Games.",Alpha and Omega: The Legend of the Saw Tooth Cave,Dee Dee Greene Ben Diskin Lindsay Torrance Kate Higgins Christopher Corey Smith,Richard Rich
3404,Romance Western,14.574995,8879,gunslinger showdown marshal blackmail mine,A small gold mining camp is terrorised by a ruthless land owner wanting to take their land. Clint Eastwood arrives riding a pale horse just as a young girl is praying to God to help the miners. He is revealed to be a preacher with mysterious and possible otherworldly origins who teams up with the miners to defeat the land owner and the corrupt sheriff.,Pale Rider,Clint Eastwood Michael Moriarty Carrie Snodgress Chris Penn Richard Dysart,Clint Eastwood
3405,Adventure Science Fiction,8.591387,13001,wormhole space travel supernatural powers spaceship alien,"SG-1 searches for an ancient weapon which could help them defeat the Ori, and discover it may be in the Ori's own home galaxy. As the Ori prepare to send ships through to the Milky Way to attack Earth, SG-1 travels to the Ori galaxy aboard the Odyssey. The International Oversight committee have their own plans and SG-1 finds themselves in a distant galaxy fighting two powerful enemies.",Stargate: The Ark of Truth,Ben Browder Amanda Tapping Christopher Judge Michael Shanks Beau Bridges,Robert C. Cooper
3406,Comedy Drama,26.181753,9571,1970s texas high school comedy coming of age,"The adventures of a group of Texas teens on their last day of school in 1976, centering on student Randall Floyd, who moves easily among stoners, jocks and geeks. Floyd is a star athlete, but he also likes smoking weed, which presents a conundrum when his football coach demands he sign a ""no drugs"" pledge.",Dazed and Confused,Jason London Rory Cochrane Wiley Wiggins Sasha Jenson Michelle Burke,Richard Linklater
3407,Comedy Drama Family Music,21.01755,13649,musical music summer teenager summer job,"The East High Wildcats are ready to have the time of their lives. Troy (Zac Efron) is thrilled when he’s offered a job in a country club, but it’s all part of Sharpay’s (Ashley Tisdale) plot to lure him away from Gabriella (Vanessa Hudgens). How will it all turn out? All questions are answered on the night of the club’s Talent Show.",High School Musical 2,Zac Efron Vanessa Hudgens Ashley Tisdale Lucas Grabeel Corbin Bleu,Kenny Ortega
3408,Drama Romance,3.139294,325373,small town lovers bear north pole,"Set in a small town near the North Pole where roads lead to nowhere, the story follows Roman and Lucy, two burning souls who come together to make a leap for life and inner peace.",Two Lovers and a Bear,Dane DeHaan Tatiana Maslany Gordon Pinsent John Ralston Joel Gagne,Kim Nguyen
3409,Thriller Crime Drama,6.665164,334527,mobster money problems borrow trouble classmates,Four young men make a risky investment together that puts them in trouble with the mob.,Criminal Activities,Dan Stevens John Travolta Michael Pitt Jackie Earle Haley Travis Aaron Wade,Jackie Earle Haley
3410,Drama History Romance,2.832628,2211,berlin jew forbidden love lesbian relationship homosexuality,"Berlin 1943/44 (""The Battle of Berlin""). Felice, an intelligent and courageous Jewish woman who lives under a false name, belongs to an underground organization. Lilly, a devoted mother of four, though an occasional unfaithful wife, is desperate for love. An unusual and passionate love between them blossoms despite the danger of persecution and nightly bombing raids. The Gestapo is on Felice's trail. Her friends flee, she decides to sit out the war with Lilly. One hot day in August 1944, the Gestapo is waiting in Lilly's flat...",Aimee & Jaguar,Maria Schrader Juliane K\u00f6hler Johanna Wokalek Heike Makatsch Elisabeth Degen,Max F\u00e4rberb\u00f6ck
3411,Comedy Drama,3.528643,13919,suicide father son relationship surreal independent film parallel world,"The Chumscrubber is a dark comedy about the lives of people who live in upper-class suburbia. It all begins when Dean Stiffle finds the body of his friend, Troy. He doesn't bother telling any of the adults because he knows they won't care. Everyone in town is too self consumed to worry about anything else than themselves. And everybody is on some form of drug just to get through their days.",The Chumscrubber,Jamie Bell Camilla Belle Justin Chatwin Glenn Close Kathi Copeland,Arie Posin
3412,Action Thriller Crime,4.665309,14576,,"Tiffany, Charlie and Vernon are con artists looking to up the ante from their typical scams. They figure a good way of doing this is taking down Dean ""The Dean"" Stevens, a well-known cardsharp, in a rigged game. However, they first need enough money to enter a game with Stevens, so they decide to strike a deal with fellow crook Larry Jennings to scam a local gangster -- which turns out to be a bad idea.",Shade,Stuart Townsend Gabriel Byrne Thandie Newton Jamie Foxx Roger Guenveur Smith,Damian Nieman
3413,Horror Thriller,25.613197,82505,mother daughter relationship cross dressing violence mother son relationship father son conflict,"A mother and daughter move to a new town and find themselves living next door to a house where a young girl murdered her parents. When the daughter befriends the surviving son, she learns the story is far from over.",House at the End of the Street,Jennifer Lawrence Max Thieriot Elisabeth Shue Gil Bellows Nolan Gerard Funk,Mark Tonderai
3414,Drama War Mystery,21.285206,46738,prison middle east rape muslim militia,"A mother's last wishes send twins Jeanne and Simon on a journey to Middle East in search of their tangled roots. Adapted from Wajdi Mouawad's acclaimed play, Incendies tells the powerful and moving tale of two young adults' voyage to the core of deep-rooted hatred, never-ending wars and enduring love.",Incendies,Lubna Azabal M\u00e9lissa D\u00e9sormeaux-Poulin Maxim Gaudette R\u00e9my Girard Allen Altman,Denis Villeneuve
3415,Drama Comedy Romance,4.240495,38970,eroticism,"The story of a normal Italian family in which come out the dreams of those who have lost their possibilities and of those who want to realize them. Carlo and Giulia are a married couple who have each given up their aspirations in order to live an average life. Their 19-year-old son, Paolo, is having trouble finding an identity, while their 18-year-old daughter, Valentina, has already figured out how to use sex to her advantage. The family goes through a crisis when Carlo begins having an affair, Giulia attempt to seduce the director of a local stage production she is in, and Valentina does what she does best to land an audition for a TV show","Remember Me, My Love",Fabrizio Bentivoglio Laura Morante Monica Bellucci Silvio Muccino Nicoletta Romanoff,Gabriele Muccino
3416,Action Comedy Crime Drama,3.810943,41009,suspense,A gangster named Perrier looks to exact his revenge on a trio of fugitives responsible for the accidental death of one of his cronies.,Perrier’s Bounty,Cillian Murphy Brendan Gleeson Jim Broadbent Padraic Delaney Natalie Britton,Ian Fitzgibbon
3417,Drama Action Crime,23.604936,7347,slum police brutality brazilian war on drugs rio de janeiro,"In 1997, before the visit of the pope to Rio de Janeiro, Captain Nascimento from BOPE (Special Police Operations Battalion) is assigned to eliminate the risks of the drug dealers in a dangerous slum nearby where the pope intends to be lodged.",Elite Squad,Wagner Moura Caio Junqueira Andr\u00e9 Ramiro Milhem Cortaz Fernanda Machado,Jos\u00e9 Padilha
3418,Horror,60.225219,250546,prequel evil doll killer doll spin off doll,"John Form has found the perfect gift for his expectant wife, Mia - a beautiful, rare vintage doll in a pure white wedding dress. But Mia's delight with Annabelle doesn't last long. On one horrific night, their home is invaded by members of a satanic cult, who violently attack the couple. Spilled blood and terror are not all they leave behind. The cultists have conjured an entity so malevolent that nothing they did will compare to the sinister conduit to the damned that is now... Annabelle.",Annabelle,Annabelle Wallis Ward Horton Tony Amendola Alfre Woodard Eric Ladin,John R. Leonetti
